ad_id,reporting_start,reporting_end,age,gender,interest1,interest2,interest3,Impressions,Clicks,Spend,total_conversion,approved_conversion,,Revenue,CTR,CPC,ROI
776322,25-08-2017,25-08-2017,45-49,F,16,21,20,119063.00,34.00,? 53.22,1,0,,0,0.03%,? 1.57,-100.00%
776323,26-08-2017,26-08-2017,45-49,F,16,17,18,99078.00,23.00,? 35.80,2,0,,0,0.02%,? 1.56,-100.00%
776325,26-08-2017,26-08-2017,45-49,F,16,19,20,452398.00,114.00,? 180.22,1,0,,0,0.03%,? 1.58,-100.00%
776334,26-08-2017,26-08-2017,45-49,F,10,12,16,191223.00,48.00,? 76.41,1,0,,0,0.03%,? 1.59,-100.00%
776336,26-08-2017,26-08-2017,45-49,F,10,15,14,22216.00,6.00,? 9.55,1,0,,0,0.03%,? 1.59,-100.00%
776338,23-08-2017,23-08-2017,45-49,F,10,12,11,48291.00,11.00,? 18.02,1,0,,0,0.02%,? 1.64,-100.00%
776353,23-08-2017,23-08-2017,40-44,F,63,66,67,27559.00,8.00,? 13.37,1,0,,0,0.03%,? 1.67,-100.00%
776373,21-08-2017,21-08-2017,45-49,F,25,27,27,10194.00,4.00,? 4.59,2,1,,100,0.04%,? 1.15,2078.65%
776383,21-08-2017,21-08-2017,45-49,F,23,27,29,1168.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
776405,21-08-2017,21-08-2017,45-49,F,21,25,22,40126.00,16.00,? 25.86,1,0,,0,0.04%,? 1.62,-100.00%
776416,21-08-2017,21-08-2017,45-49,F,19,22,20,3659.00,1.00,? 0.49,1,1,,100,0.03%,? 0.49,20308.16%
776430,22-08-2017,22-08-2017,30-34,M,10,14,16,3200.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
776464,22-08-2017,22-08-2017,45-49,F,29,30,31,7550.00,1.00,? 1.68,1,1,,100,0.01%,? 1.68,5852.38%
776469,22-08-2017,22-08-2017,45-49,F,28,33,29,45397.00,15.00,? 25.42,1,1,,100,0.03%,? 1.69,293.39%
776473,22-08-2017,22-08-2017,30-34,M,16,22,22,23086.00,2.00,? 3.31,1,1,,100,0.01%,? 1.66,2921.15%
776475,21-08-2017,21-08-2017,30-34,M,16,21,20,16425.00,1.00,? 1.55,1,0,,0,0.01%,? 1.55,-100.00%
776476,21-08-2017,21-08-2017,30-34,M,16,17,18,43756.00,5.00,? 5.44,0,0,,0,0.01%,? 1.09,-100.00%
776477,21-08-2017,21-08-2017,30-34,M,16,22,17,9982.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
776489,21-08-2017,21-08-2017,45-49,F,26,31,28,175389.00,55.00,? 81.61,1,0,,0,0.03%,? 1.48,-100.00%
776494,21-08-2017,21-08-2017,30-34,M,15,16,16,7015.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
776515,21-08-2017,21-08-2017,45-49,F,65,68,68,12706.00,3.00,? 4.99,1,1,,100,0.02%,? 1.66,1904.01%
776519,21-08-2017,21-08-2017,45-49,F,65,71,67,70702.00,20.00,? 31.71,1,0,,0,0.03%,? 1.59,-100.00%
776533,21-08-2017,21-08-2017,45-49,F,63,64,68,63927.00,16.00,? 25.52,2,0,,0,0.03%,? 1.60,-100.00%
776534,21-08-2017,21-08-2017,45-49,F,63,69,67,15105.00,3.00,? 4.26,1,0,,0,0.02%,? 1.42,-100.00%
776538,21-08-2017,21-08-2017,30-34,F,15,16,19,8774.00,1.00,? 1.83,1,0,,0,0.01%,? 1.83,-100.00%
776551,21-08-2017,21-08-2017,30-34,F,16,18,22,14459.00,1.00,? 1.39,1,0,,0,0.01%,? 1.39,-100.00%
776552,22-08-2017,22-08-2017,30-34,F,16,17,18,21596.00,2.00,? 2.81,1,0,,0,0.01%,? 1.40,-100.00%
776553,22-08-2017,22-08-2017,30-34,F,16,21,17,66765.00,8.00,? 11.05,1,0,,0,0.01%,? 1.38,-100.00%
776563,23-08-2017,23-08-2017,30-34,F,7,9,13,1369.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
776579,23-08-2017,23-08-2017,30-34,F,10,13,14,26910.00,5.00,? 7.23,1,0,,0,0.02%,? 1.45,-100.00%
776603,23-08-2017,23-08-2017,30-34,F,2,3,6,506.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
776615,23-08-2017,23-08-2017,45-49,M,63,66,68,11988.00,3.00,? 4.27,1,0,,0,0.03%,? 1.42,-100.00%
776623,23-08-2017,23-08-2017,45-49,M,64,69,65,19353.00,6.00,? 9.48,1,1,,100,0.03%,? 1.58,954.85%
776631,23-08-2017,23-08-2017,40-44,M,29,35,33,10960.00,2.00,? 2.89,1,0,,0,0.02%,? 1.45,-100.00%
776643,23-08-2017,23-08-2017,30-34,M,15,18,18,33491.00,6.00,? 10.57,2,1,,100,0.02%,? 1.76,846.07%
776644,23-08-2017,23-08-2017,30-34,M,15,21,20,20083.00,2.00,? 3.20,2,1,,100,0.01%,? 1.60,3025.00%
776659,23-08-2017,23-08-2017,30-34,M,16,19,22,8817.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
776661,23-08-2017,23-08-2017,30-34,M,16,18,22,15466.00,1.00,? 0.97,1,0,,0,0.01%,? 0.97,-100.00%
776662,22-08-2017,22-08-2017,30-34,M,16,18,22,27072.00,3.00,? 4.37,1,0,,0,0.01%,? 1.46,-100.00%
776663,22-08-2017,22-08-2017,30-34,M,16,19,22,15753.00,1.00,? 0.57,1,1,,100,0.01%,? 0.57,17443.86%
776668,22-08-2017,22-08-2017,40-44,M,19,21,24,3523.00,1.00,? 1.81,1,1,,100,0.03%,? 1.81,5424.86%
776685,22-08-2017,22-08-2017,40-44,M,16,22,17,7745.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
776686,22-08-2017,22-08-2017,40-44,M,16,17,21,18709.00,2.00,? 3.32,1,0,,0,0.01%,? 1.66,-100.00%
776687,23-08-2017,23-08-2017,40-44,M,16,20,20,8022.00,0.00,? 0.00,2,1,,100,0.00%,? 0.00,0.00%
776696,22-08-2017,22-08-2017,30-34,M,10,11,12,7966.00,1.00,? 1.18,1,1,,100,0.01%,? 1.18,8374.58%
776697,22-08-2017,22-08-2017,30-34,M,10,14,13,4132.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
776698,22-08-2017,22-08-2017,30-34,M,10,14,16,12785.00,3.00,? 4.73,2,1,,100,0.02%,? 1.58,2014.16%
776699,27-08-2017,27-08-2017,30-34,M,10,16,16,8213.00,1.00,? 1.38,1,1,,100,0.01%,? 1.38,7146.38%
776722,27-08-2017,27-08-2017,30-34,M,2,4,7,545.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
776725,22-08-2017,22-08-2017,40-44,M,23,26,27,2479.00,1.00,? 1.26,1,0,,0,0.04%,? 1.26,-100.00%
776780,22-08-2017,22-08-2017,40-44,M,2,4,3,3812.00,2.00,? 3.05,1,0,,0,0.05%,? 1.52,-100.00%
776793,22-08-2017,22-08-2017,45-49,M,21,23,26,1609.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
776799,22-08-2017,22-08-2017,45-49,M,20,22,26,10257.00,3.00,? 3.58,1,1,,100,0.03%,? 1.19,2693.30%
776817,22-08-2017,22-08-2017,40-44,M,10,14,16,12356.00,4.00,? 6.28,1,0,,0,0.03%,? 1.57,-100.00%
776825,23-08-2017,23-08-2017,45-49,M,18,23,20,7410.00,1.00,? 1.21,1,0,,0,0.01%,? 1.21,-100.00%
776829,23-08-2017,23-08-2017,45-49,M,16,20,19,140098.00,28.00,? 46.63,1,0,,0,0.02%,? 1.67,-100.00%
776831,22-08-2017,22-08-2017,45-49,M,16,18,20,107021.00,20.00,? 34.44,1,0,,0,0.02%,? 1.72,-100.00%
776840,22-08-2017,22-08-2017,35-39,M,36,38,40,2797.00,1.00,? 1.29,1,0,,0,0.04%,? 1.29,-100.00%
776861,22-08-2017,22-08-2017,45-49,M,7,9,12,16461.00,6.00,? 9.22,1,0,,0,0.04%,? 1.54,-100.00%
776892,30-08-2017,30-08-2017,40-44,M,63,66,69,17488.00,5.00,? 7.72,1,0,,0,0.03%,? 1.54,-100.00%
776928,30-08-2017,30-08-2017,35-39,M,10,11,15,9750.00,2.00,? 1.50,1,1,,100,0.02%,? 0.75,6566.67%
776935,30-08-2017,30-08-2017,45-49,M,36,41,38,1136.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
777105,30-08-2017,30-08-2017,45-49,M,63,67,67,4333.00,1.00,? 0.18,1,1,,100,0.02%,? 0.18,55455.55%
777130,30-08-2017,30-08-2017,35-39,M,16,21,22,6260.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
777131,22-08-2017,22-08-2017,35-39,M,16,19,21,6359.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
777166,30-08-2017,30-08-2017,30-34,M,63,69,65,2383.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
777187,30-08-2017,30-08-2017,40-44,M,27,31,28,11292.00,3.00,? 5.39,1,1,,100,0.03%,? 1.80,1755.29%
777198,30-08-2017,30-08-2017,30-34,M,64,70,69,12729.00,4.00,? 5.78,1,0,,0,0.03%,? 1.44,-100.00%
777200,23-08-2017,23-08-2017,30-34,M,64,69,70,1898.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
777201,23-08-2017,23-08-2017,30-34,M,64,69,65,1882.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
777235,24-08-2017,24-08-2017,30-34,M,65,66,67,2883.00,1.00,? 0.99,1,1,,100,0.03%,? 0.99,10001.01%
777248,24-08-2017,24-08-2017,30-34,F,7,9,10,3989.00,1.00,? 1.28,1,0,,0,0.03%,? 1.28,-100.00%
777261,24-08-2017,24-08-2017,40-44,M,29,31,34,19603.00,4.00,? 5.28,1,1,,100,0.02%,? 1.32,1793.94%
777382,25-08-2017,25-08-2017,40-44,M,24,26,27,3047.00,1.00,? 1.38,1,0,,0,0.03%,? 1.38,-100.00%
777398,25-08-2017,25-08-2017,35-39,M,24,27,30,3029.00,1.00,? 1.05,1,1,,100,0.03%,? 1.05,9423.81%
777410,25-08-2017,25-08-2017,45-49,M,26,29,28,3490.00,1.00,? 1.34,1,1,,100,0.03%,? 1.34,7362.69%
777482,25-08-2017,25-08-2017,45-49,M,28,32,32,2479.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
777495,25-08-2017,25-08-2017,40-44,M,19,25,25,19581.00,7.00,? 10.43,2,0,,0,0.04%,? 1.49,-100.00%
777519,24-08-2017,24-08-2017,45-49,M,29,34,32,19537.00,5.00,? 6.10,1,0,,0,0.03%,? 1.22,-100.00%
777625,24-08-2017,24-08-2017,45-49,M,16,17,19,59433.00,12.00,? 19.66,3,0,,0,0.02%,? 1.64,-100.00%
777627,23-08-2017,23-08-2017,45-49,M,16,17,19,157534.00,33.00,? 56.19,2,0,,0,0.02%,? 1.70,-100.00%
777638,23-08-2017,23-08-2017,40-44,M,7,10,12,1781.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
777670,23-08-2017,23-08-2017,40-44,M,16,19,19,23769.00,4.00,? 6.03,1,0,,0,0.02%,? 1.51,-100.00%
777673,23-08-2017,23-08-2017,40-44,M,16,18,17,7101.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
777742,23-08-2017,23-08-2017,35-39,M,64,69,68,4726.00,1.00,? 1.83,1,1,,100,0.02%,? 1.83,5364.48%
777758,24-08-2017,24-08-2017,30-34,M,19,20,20,5209.00,1.00,? 0.96,2,0,,0,0.02%,? 0.96,-100.00%
777794,24-08-2017,24-08-2017,30-34,M,18,23,24,13473.00,3.00,? 2.62,3,0,,0,0.02%,? 0.87,-100.00%
777816,23-08-2017,23-08-2017,40-44,M,2,7,7,500.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
777871,23-08-2017,23-08-2017,30-34,M,20,26,23,4616.00,1.00,? 1.36,1,0,,0,0.02%,? 1.36,-100.00%
777904,30-08-2017,30-08-2017,30-34,M,31,32,33,3279.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
777905,30-08-2017,30-08-2017,30-34,M,31,36,36,3288.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778037,28-08-2017,28-08-2017,35-39,M,27,29,28,14615.00,4.00,? 6.05,1,0,,0,0.03%,? 1.51,-100.00%
778048,28-08-2017,28-08-2017,30-34,M,27,28,29,56615.00,12.00,? 19.88,2,0,,0,0.02%,? 1.66,-100.00%
778085,28-08-2017,28-08-2017,30-34,M,26,32,31,11735.00,3.00,? 4.53,1,1,,100,0.03%,? 1.51,2107.51%
778087,28-08-2017,28-08-2017,30-34,M,26,30,32,15910.00,5.00,? 6.78,1,0,,0,0.03%,? 1.36,-100.00%
778112,28-08-2017,28-08-2017,35-39,M,29,33,35,11446.00,2.00,? 3.09,1,1,,100,0.02%,? 1.55,3136.25%
778113,28-08-2017,28-08-2017,35-39,M,29,35,35,4595.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778124,28-08-2017,28-08-2017,30-34,M,29,34,32,4871.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778148,28-08-2017,28-08-2017,35-39,M,28,32,30,3199.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778156,28-08-2017,28-08-2017,30-34,M,28,32,31,9388.00,2.00,? 3.14,1,0,,0,0.02%,? 1.57,-100.00%
778161,27-08-2017,27-08-2017,30-34,M,28,31,33,17954.00,6.00,? 7.54,2,1,,100,0.03%,? 1.26,1226.26%
778208,27-08-2017,27-08-2017,40-44,F,29,32,32,2755.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778264,27-08-2017,27-08-2017,40-44,F,27,31,30,8152.00,1.00,? 0.99,1,0,,0,0.01%,? 0.99,-100.00%
778266,27-08-2017,27-08-2017,40-44,F,27,32,28,74542.00,19.00,? 34.15,1,0,,0,0.03%,? 1.80,-100.00%
778421,27-08-2017,27-08-2017,40-44,F,20,21,23,6699.00,2.00,? 3.09,1,0,,0,0.03%,? 1.55,-100.00%
778422,27-08-2017,27-08-2017,40-44,F,20,25,24,11911.00,4.00,? 3.96,1,0,,0,0.03%,? 0.99,-100.00%
778461,27-08-2017,27-08-2017,40-44,M,29,35,33,10090.00,2.00,? 2.65,1,1,,100,0.02%,? 1.33,3673.58%
778471,27-08-2017,27-08-2017,30-34,M,32,35,36,1273.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
778483,27-08-2017,27-08-2017,40-44,F,18,24,20,24188.00,5.00,? 8.18,1,0,,0,0.02%,? 1.64,-100.00%
778529,27-08-2017,27-08-2017,30-34,M,31,35,33,2214.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778556,28-08-2017,28-08-2017,40-44,M,32,35,38,9735.00,4.00,? 4.13,1,1,,100,0.04%,? 1.03,2321.31%
778590,28-08-2017,28-08-2017,30-34,M,30,36,36,1371.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
778600,29-08-2017,29-08-2017,40-44,F,22,23,25,10750.00,4.00,? 5.39,1,0,,0,0.04%,? 1.35,-100.00%
778626,29-08-2017,29-08-2017,30-34,M,29,33,35,7629.00,1.00,? 0.72,1,1,,100,0.01%,? 0.72,13788.89%
778628,29-08-2017,29-08-2017,30-34,M,29,35,30,4608.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778674,29-08-2017,29-08-2017,35-39,M,29,31,30,3732.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778689,30-08-2017,30-08-2017,30-34,M,28,32,32,7453.00,1.00,? 1.68,1,1,,100,0.01%,? 1.68,5852.38%
778722,30-08-2017,30-08-2017,35-39,F,64,70,67,41785.00,14.00,? 19.10,1,0,,0,0.03%,? 1.36,-100.00%
778737,30-08-2017,30-08-2017,35-39,M,27,32,30,8077.00,2.00,? 3.58,1,1,,100,0.02%,? 1.79,2693.30%
778756,30-08-2017,30-08-2017,35-39,F,63,65,65,5602.00,1.00,? 1.58,1,0,,0,0.02%,? 1.58,-100.00%
778804,30-08-2017,30-08-2017,30-34,M,26,29,29,6184.00,2.00,? 2.75,1,1,,100,0.03%,? 1.38,3536.36%
778808,29-08-2017,29-08-2017,30-34,M,26,28,29,1738.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
778964,29-08-2017,29-08-2017,35-39,F,27,33,28,112460.00,25.00,? 41.29,1,0,,0,0.02%,? 1.65,-100.00%
779057,29-08-2017,29-08-2017,40-44,M,15,21,21,4414.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
779106,28-08-2017,28-08-2017,35-39,F,30,35,36,14670.00,7.00,? 9.41,1,0,,0,0.05%,? 1.34,-100.00%
779438,28-08-2017,28-08-2017,30-34,F,64,66,69,33144.00,9.00,? 13.41,1,0,,0,0.03%,? 1.49,-100.00%
779453,29-08-2017,29-08-2017,45-49,M,64,68,70,4397.00,1.00,? 0.95,1,0,,0,0.02%,? 0.95,-100.00%
779488,29-08-2017,29-08-2017,45-49,M,65,68,69,1006.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
779573,29-08-2017,29-08-2017,35-39,F,10,13,16,89527.00,24.00,? 32.29,1,0,,0,0.03%,? 1.35,-100.00%
779608,29-08-2017,29-08-2017,35-39,F,15,18,16,2459.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
779609,29-08-2017,29-08-2017,35-39,F,15,20,18,7116.00,2.00,? 1.73,1,1,,100,0.03%,? 0.87,5680.35%
779622,29-08-2017,29-08-2017,30-34,F,15,18,17,8613.00,1.00,? 0.89,2,0,,0,0.01%,? 0.89,-100.00%
779631,19-08-2017,19-08-2017,35-39,F,16,19,18,9730.00,1.00,? 1.38,1,0,,0,0.01%,? 1.38,-100.00%
779644,19-08-2017,19-08-2017,30-34,F,16,20,20,51816.00,8.00,? 10.23,2,1,,100,0.02%,? 1.28,877.52%
779645,22-08-2017,22-08-2017,30-34,F,16,21,20,27289.00,3.00,? 4.43,1,0,,0,0.01%,? 1.48,-100.00%
779715,22-08-2017,22-08-2017,30-34,F,29,32,33,20409.00,4.00,? 3.83,1,0,,0,0.02%,? 0.96,-100.00%
779716,22-08-2017,22-08-2017,30-34,F,29,32,34,8044.00,1.00,? 1.11,1,0,,0,0.01%,? 1.11,-100.00%
779738,22-08-2017,22-08-2017,30-34,F,28,32,33,15645.00,4.00,? 5.35,1,0,,0,0.03%,? 1.34,-100.00%
779778,22-08-2017,22-08-2017,30-34,F,31,37,34,2466.00,0.00,? 0.00,2,2,,200,0.00%,? 0.00,0.00%
779789,22-08-2017,22-08-2017,45-49,M,10,14,13,11611.00,3.00,? 3.95,1,1,,100,0.03%,? 1.32,2431.65%
779824,22-08-2017,22-08-2017,45-49,M,7,13,9,9375.00,3.00,? 4.02,1,0,,0,0.03%,? 1.34,-100.00%
779871,22-08-2017,22-08-2017,30-34,F,32,37,34,4402.00,1.00,? 1.33,1,1,,100,0.02%,? 1.33,7418.80%
779918,22-08-2017,22-08-2017,30-34,F,18,23,24,8469.00,2.00,? 3.09,1,0,,0,0.02%,? 1.54,-100.00%
779922,22-08-2017,22-08-2017,30-34,F,18,22,24,5823.00,1.00,? 1.42,1,1,,100,0.02%,? 1.42,6942.25%
779944,21-08-2017,21-08-2017,35-39,M,10,13,16,2549.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
779979,21-08-2017,21-08-2017,35-39,M,16,17,21,25817.00,4.00,? 6.02,1,0,,0,0.02%,? 1.50,-100.00%
779995,21-08-2017,21-08-2017,30-34,F,20,24,25,1961.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
780064,21-08-2017,21-08-2017,30-34,F,22,24,25,2554.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
780104,21-08-2017,21-08-2017,30-34,F,25,27,26,4971.00,1.00,? 1.23,1,1,,100,0.02%,? 1.23,8030.08%
780199,22-08-2017,22-08-2017,35-39,F,23,28,27,1030.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
780318,22-08-2017,22-08-2017,45-49,F,29,32,31,162341.00,56.00,? 77.08,3,0,,0,0.03%,? 1.38,-100.00%
780323,21-08-2017,21-08-2017,45-49,F,29,35,34,24542.00,7.00,? 9.33,1,0,,0,0.03%,? 1.33,-100.00%
780486,21-08-2017,21-08-2017,30-34,F,65,69,71,2879.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
780498,22-08-2017,22-08-2017,30-34,F,64,65,68,13621.00,3.00,? 4.09,1,0,,0,0.02%,? 1.36,-100.00%
780511,23-08-2017,23-08-2017,30-34,F,63,65,66,6175.00,1.00,? 1.37,2,1,,100,0.02%,? 1.37,7199.27%
780629,24-08-2017,24-08-2017,30-34,F,28,34,34,2963.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
780653,24-08-2017,24-08-2017,30-34,F,29,33,35,9076.00,1.00,? 1.38,1,1,,100,0.01%,? 1.38,7146.38%
780655,24-08-2017,24-08-2017,30-34,F,29,33,34,20941.00,4.00,? 5.91,1,1,,100,0.02%,? 1.48,1592.05%
780666,24-08-2017,24-08-2017,45-49,F,10,13,13,3462.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
780681,24-08-2017,24-08-2017,30-34,F,26,29,29,4073.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
780700,18-08-2017,18-08-2017,30-34,F,27,33,30,3745.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
780748,18-08-2017,18-08-2017,30-34,F,24,26,28,830.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
780759,18-08-2017,18-08-2017,45-49,F,18,24,22,2912.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
780760,24-08-2017,24-08-2017,45-49,F,18,23,22,17167.00,5.00,? 6.91,1,0,,0,0.03%,? 1.38,-100.00%
780797,24-08-2017,24-08-2017,30-34,F,22,25,25,24491.00,7.00,? 9.54,1,0,,0,0.03%,? 1.36,-100.00%
780799,23-08-2017,23-08-2017,30-34,F,22,24,26,44699.00,13.00,? 17.30,2,0,,0,0.03%,? 1.33,-100.00%
780821,23-08-2017,23-08-2017,30-34,F,23,24,25,6469.00,2.00,? 1.31,1,0,,0,0.03%,? 0.65,-100.00%
780830,23-08-2017,23-08-2017,45-49,F,16,17,17,16053.00,3.00,? 4.08,1,1,,100,0.02%,? 1.36,2350.98%
780835,23-08-2017,23-08-2017,45-49,F,16,21,21,54724.00,12.00,? 17.93,1,1,,100,0.02%,? 1.49,457.72%
780867,23-08-2017,23-08-2017,30-34,F,21,27,26,4706.00,1.00,? 1.22,1,0,,0,0.02%,? 1.22,-100.00%
780974,23-08-2017,23-08-2017,40-44,F,32,38,36,8316.00,3.00,? 4.57,1,1,,100,0.04%,? 1.52,2088.18%
781066,23-08-2017,23-08-2017,40-44,F,22,26,25,5794.00,2.00,? 2.27,1,0,,0,0.03%,? 1.13,-100.00%
781114,23-08-2017,23-08-2017,40-44,F,18,24,22,4813.00,1.00,? 1.03,1,0,,0,0.02%,? 1.03,-100.00%
781159,23-08-2017,23-08-2017,40-44,F,10,15,11,85285.00,26.00,? 36.13,1,0,,0,0.03%,? 1.39,-100.00%
781162,21-08-2017,21-08-2017,40-44,F,10,11,13,5839.00,1.00,? 1.37,1,0,,0,0.02%,? 1.37,-100.00%
781175,21-08-2017,21-08-2017,40-44,F,15,16,21,5859.00,1.00,? 1.54,1,0,,0,0.02%,? 1.54,-100.00%
781187,18-08-2017,18-08-2017,40-44,F,16,22,19,164118.00,41.00,? 59.07,1,0,,0,0.02%,? 1.44,-100.00%
781195,18-08-2017,18-08-2017,35-39,F,63,67,69,18234.00,6.00,? 7.81,1,0,,0,0.03%,? 1.30,-100.00%
781207,18-08-2017,18-08-2017,35-39,F,64,67,70,2755.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
781303,19-08-2017,19-08-2017,35-39,F,27,29,30,73676.00,20.00,? 28.50,1,0,,0,0.03%,? 1.43,-100.00%
781305,19-08-2017,19-08-2017,35-39,F,27,30,28,18421.00,7.00,? 10.08,1,0,,0,0.04%,? 1.44,-100.00%
781327,19-08-2017,19-08-2017,35-39,F,29,35,35,164754.00,49.00,? 67.98,2,1,,100,0.03%,? 1.39,47.10%
781353,19-08-2017,19-08-2017,35-39,F,10,13,15,7449.00,1.00,? 1.64,1,1,,100,0.01%,? 1.64,5997.56%
781354,19-08-2017,19-08-2017,35-39,F,10,14,16,6424.00,1.00,? 0.53,1,0,,0,0.02%,? 0.53,-100.00%
781438,18-08-2017,18-08-2017,30-34,M,63,65,68,2086.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
781470,18-08-2017,18-08-2017,35-39,M,16,17,18,6016.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
781499,18-08-2017,18-08-2017,35-39,M,15,21,20,6412.00,1.00,? 1.37,1,0,,0,0.02%,? 1.37,-100.00%
781508,24-08-2017,24-08-2017,30-34,F,63,68,64,5040.00,1.00,? 1.44,1,0,,0,0.02%,? 1.44,-100.00%
781556,24-08-2017,24-08-2017,30-34,F,32,37,36,1772.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
781559,18-08-2017,18-08-2017,30-34,F,32,38,34,1783.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
781606,18-08-2017,18-08-2017,35-39,M,20,21,24,8200.00,3.00,? 3.92,1,0,,0,0.04%,? 1.31,-100.00%
781690,18-08-2017,18-08-2017,45-49,F,26,28,30,115896.00,38.00,? 49.44,1,0,,0,0.03%,? 1.30,-100.00%
781811,18-08-2017,18-08-2017,35-39,F,16,17,22,10186.00,1.00,? 1.23,1,1,,100,0.01%,? 1.23,8030.08%
781857,18-08-2017,18-08-2017,30-34,M,20,21,24,9134.00,3.00,? 4.18,2,0,,0,0.03%,? 1.39,-100.00%
781858,18-08-2017,18-08-2017,30-34,M,20,25,22,3385.00,1.00,? 1.44,1,1,,100,0.03%,? 1.44,6844.44%
781907,19-08-2017,19-08-2017,45-49,F,21,27,23,1314.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
781928,19-08-2017,19-08-2017,30-34,M,18,21,22,2916.00,0.00,? 0.00,1,1,,100,0.00%,? 0.00,0.00%
781929,20-08-2017,20-08-2017,30-34,M,18,21,21,6142.00,1.00,? 1.33,1,0,,0,0.02%,? 1.33,-100.00%
781950,20-08-2017,20-08-2017,30-34,F,20,26,21,1984.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
781999,20-08-2017,20-08-2017,30-34,M,24,30,29,9142.00,3.00,? 3.75,1,0,,0,0.03%,? 1.25,-100.00%
782001,20-08-2017,20-08-2017,30-34,M,24,30,28,5475.00,2.00,? 2.73,1,1,,100,0.04%,? 1.37,3563.00%
782022,20-08-2017,20-08-2017,30-34,F,18,24,20,8254.00,2.00,? 2.32,1,1,,100,0.02%,? 1.16,4210.34%
782026,21-08-2017,21-08-2017,30-34,F,18,24,20,5704.00,1.00,? 1.32,1,0,,0,0.02%,? 1.32,-100.00%
782130,21-08-2017,21-08-2017,30-34,F,16,18,21,7301.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
782134,21-08-2017,21-08-2017,30-34,F,16,19,21,37873.00,5.00,? 6.17,1,1,,100,0.01%,? 1.23,1520.75%
